last_price,volume,ticker,amount,vol_per_trade,exchange_percent,pe_ratio,liquid_asset,total_asset,pb_ratio
5.639999866,46218,000912,2580.434326,25,1.730039358,20.1428566,15.06725979,32.99399948,1.422589898
3.910000086,8920,000913,347.6661987,25,0.196722761,48.87500381,17.72936058,17.73325729,1.245222926
15.30000019,18754,000915,2905.223145,11,1.046073198,25.5,27.4302845,27.57900047,4.872611523
2.819999933,13635,000916,382.0603943,38,0.148154989,11.27999973,25.953125,30.73799896,0.781163454
10.93999958,246499,000917,26695.47656,20,3.51503706,19.5357132,76.71939087,111.1449051,3.255952358
3.799999952,13501,000918,511.2211914,29,0.220356137,-10.55555534,23.28236771,68.55927277,1.809523821
8.600000381,25507,000919,2178.088379,21,0.926112831,25.02910423,21.96140862,43.34400177,2.02352953
6.960000038,32014,000920,2213.594727,17,0.758625567,37.45963287,29.37120056,29.37120056,3.026087046
4.03000021,39076,000921,1564.76355,30,1.384986162,7.183601379,11.37056541,54.56840897,4.596259594
8.319999695,10044,000922,825.4412842,16,0.584327161,19.80952454,14.30167198,43.6079483,3.23735404
5.380000114,10316,000923,552.666626,16,0.521036386,215.1999969,10.65235138,10.65240002,1.735484004
8.630000114,59811,000925,5118.025391,22,1.984900236,53.93750381,26.00547791,26.00547791,2.479885101
7.480000019,38125,000926,2837.023682,17,0.721340299,11,39.53474808,53.28419876,0.916666687
4.880000114,40087,000927,1936.438354,18,0.251302361,43.10954285,77.84434509,77.84449005,2.0854702
10.15999985,49174,000928,4942.282227,12,1.738272786,-31.80964088,28.74253845,28.74253845,3.172026157
6.75,25271,000929,1698.879639,16,1.361730814,55.32786942,12.52719021,12.5392046,2.242524862
4.139999866,62378,000930,2562.801025,33,0.646799624,24.06976509,39.92661667,39.92661667,1.422680378
5.96999979,59303,000931,3522.365479,15,1.170815945,36.09431458,30.23888397,40.28835678,5.101691723
2.210000038,92591,000932,2024.013428,52,0.374751598,-2.55432272,54.60315323,66.64586639,0.558080792
8.350000381,94627,000933,7893.888184,13,0.563289464,13.3814106,140.271698,158.6917572,2.366780043
7.840000153,135511,000935,10562.15723,19,9.823908806,-196.0000153,10.8152647,48.28358078,2.512820721
3.99000001,24678,000936,982.867981,26,0.329915375,18.13636398,29.84560394,29.84571075,1.621951222
12.96000004,215420,000937,27748.13672,17,1.366964936,10.42135715,204.2372894,299.7497864,1.955931187
11.28999996,13932,000938,1559.44043,10,0.676080942,64.14772797,23.26581192,23.26643181,2.607390404
7.039999962,49993,000939,3459.594727,19,0.531388164,88,66.23265839,66.40893555,2.707692385
7.400000095,18500,000948,1358.019775,19,0.800484598,205.5555725,17.10276985,17.13884354,1.330648065
2.690000057,34279,000949,914.9058228,28,0.413473248,-11.45655918,22.30145073,22.30605888,1.280952454
5.070000172,12581,000950,635.1411133,17,0.210107043,28.3874588,26.89884567,30.35912132,1.236585379
10.11999989,10304,000951,1038.429443,12,0.245672598,56.22221756,42.44586182,42.44586182,1.143502712
6.320000172,18245,000952,1151.290771,21,0.724957287,-33.97849655,15.90616417,15.90778828,2.006349087
4.449999809,19645,000953,874.0098877,24,0.668197274,44.58917618,13.08306217,13.08564281,1.78686142
3.980000019,15392,000955,608.175293,35,0.525055408,-161.78862,11.66736984,16.48316956,2.287356377
